,speed,gear,brake,throttle,revs,transmission_speed
2602,[8.85160960191863],[2.0],[0.0],[0.0],[600.0],[400.43089456146123]
2603,[8.849179326064613],[2.0],[0.0],[0.0],[600.0],[400.32095325383233]
2604,[8.846752979068397],[2.0],[0.0],[0.0],[600.0],[400.21118968066247]
2605,[8.844330567176977],[2.0],[0.0],[0.0],[600.0],[400.10160412455446]
2606,[8.841912096634445],[2.0],[0.0],[0.0],[600.0],[399.9921968679797]
2607,[8.839497573681749],[2.0],[0.0],[0.0],[600.0],[399.8829681932675]
2608,[8.837087004556459],[2.0],[0.0],[0.0],[600.0],[399.7739183825943]
2609,[8.834680395492521],[2.0],[0.0],[0.0],[600.0],[399.66504771797264]
2610,[8.832277752720028],[2.0],[0.0],[0.0],[600.0],[399.5563564812407]
2611,[8.82987908246497],[2.0],[0.0],[0.0],[600.0],[399.44784495405105]
2612,[8.82748439094899],[2.0],[0.0],[0.0],[600.0],[399.3395134178596]
2613,[8.82509368438914],[2.0],[0.0],[0.0],[600.0],[399.2313621539147]
2614,[8.82270696899763],[2.0],[0.0],[0.0],[600.0],[399.1233914432455]
2615,[8.820324250981587],[2.0],[0.0],[0.0],[600.0],[399.0156015666511]
2616,[8.817945536542787],[2.0],[0.0],[0.0],[600.0],[398.9079928046889]
2617,[8.815570831877414],[2.0],[0.0],[0.0],[600.0],[398.8005654376632]
2618,[8.81320014317581],[2.0],[0.0],[0.0],[600.0],[398.69331974561356]
2619,[8.810833476622197],[2.0],[0.0],[0.0],[600.0],[398.58625600830345]
2620,[8.808470838394442],[2.0],[0.0],[0.0],[600.0],[398.47937450520817]
2621,[8.806112234663777],[2.0],[0.0],[0.0],[600.0],[398.3726755155034]
2622,[8.803757671594548],[2.0],[0.0],[0.0],[600.0],[398.2661593180529]
2623,[8.80140715534395],[2.0],[0.0],[0.0],[600.0],[398.15982619139714]
2624,[8.799060692061753],[2.0],[0.0],[0.0],[600.0],[398.0536764137407]
2625,[8.796718287890043],[2.0],[0.0],[0.0],[600.0],[397.94771026294035]
2626,[8.794379948962945],[2.0],[0.0],[0.0],[600.0],[397.841928016493]
2627,[8.792045681406359],[2.0],[0.0],[0.0],[600.0],[397.73632995152326]
2628,[8.789715491337677],[2.0],[0.0],[0.0],[600.0],[397.63091634477115]
2629,[8.787389384865524],[2.0],[0.0],[0.0],[600.0],[397.5256874725796]
2630,[8.785067368089457],[2.0],[0.0],[0.0],[600.0],[397.42064361088177]
2631,[8.782749447099713],[2.0],[0.0],[0.0],[600.0],[397.315785035189]
2632,[8.780435627976908],[2.0],[0.0],[0.0],[600.0],[397.21111202057733]
2633,[8.778125916791767],[2.0],[0.0],[0.0],[600.0],[397.10662484167557]
2634,[8.775820319604835],[2.0],[0.0],[0.0],[600.0],[397.0023237726517]
2635,[8.773518842466189],[2.0],[0.0],[0.0],[600.0],[396.8982090872005]
2636,[8.771221491415162],[2.0],[0.0],[0.0],[600.0],[396.79428105853043]
2637,[8.76892827248004],[2.0],[0.0],[0.0],[600.0],[396.6905399593503]
2638,[8.766639191677779],[2.0],[0.0],[0.0],[600.0],[396.5869860618564]
2639,[8.764354255013712],[2.0],[0.0],[0.0],[600.0],[396.48361963771936]
2640,[8.76207346848126],[2.0],[0.0],[0.0],[600.0],[396.3804409580703]
2641,[8.759796838061618],[2.0],[0.0],[0.0],[600.0],[396.2774502934883]
2642,[8.757524369723482],[2.0],[0.0],[0.0],[600.0],[396.174647913986]
2643,[8.755256069422732],[2.0],[0.0],[0.0],[600.0],[396.0720340889969]
2644,[8.75299194310214],[2.0],[0.0],[0.0],[600.0],[395.9696090873612]
2645,[8.750731996691064],[2.0],[0.0],[0.0],[600.0],[395.86737317731246]
2646,[8.748476236105144],[2.0],[0.0],[0.0],[600.0],[395.76532662646366]
2647,[8.746224667246002],[2.0],[0.0],[0.0],[600.0],[395.6634697017934]
2648,[8.743977296000926],[2.0],[0.0],[0.0],[600.0],[395.5618026696321]
2649,[8.741734128242568],[2.0],[0.0],[0.0],[600.0],[395.4603257956479]
2650,[8.739495169828627],[2.0],[0.0],[0.0],[600.0],[395.3590393448328]
2651,[8.737260426601553],[2.0],[0.0],[0.0],[600.0],[395.25794358148835]
2652,[8.73502990438821],[2.0],[0.0],[0.0],[600.0],[395.1570387692116]
2653,[8.732803608999578],[2.0],[0.0],[0.0],[600.0],[395.05632517088094]
2654,[8.730581546230432],[2.0],[0.0],[0.0],[600.0],[394.95580304864137]
2655,[8.728363721859022],[2.0],[0.0],[0.0],[600.0],[394.8554726638906]
2656,[8.726150141646759],[2.0],[0.0],[0.0],[600.0],[394.7553342772646]
2657,[8.723940811337886],[2.0],[0.0],[0.0],[600.0],[394.6553881486224]
2658,[8.721735736659163],[2.0],[0.0],[0.0],[600.0],[394.5556345370324]
2659,[8.719534923319536],[2.0],[0.0],[0.0],[600.0],[394.45607370075714]
2660,[8.717338377009822],[2.0],[0.0],[0.0],[600.0],[394.3567058972388]
2661,[8.71514610340237],[2.0],[0.0],[0.0],[600.0],[394.25753138308426]
2662,[8.712958108150742],[2.0],[0.0],[0.0],[600.0],[394.15855041405064]
2663,[8.71077439688938],[2.0],[0.0],[0.0],[600.0],[394.0597632450298]
2664,[8.708594975233277],[2.0],[0.0],[0.0],[600.0],[393.96117013003396]
2665,[8.70641984877764],[2.0],[0.0],[0.0],[600.0],[393.8627713221803]
2666,[8.704249023097566],[2.0],[0.0],[0.0],[600.0],[393.76456707367606]
2667,[8.702082503747693],[2.0],[0.0],[0.0],[600.0],[393.6665576358032]
2668,[8.699920296261883],[2.0],[0.0],[0.0],[600.0],[393.5687432589035]
2669,[8.697762406152862],[2.0],[0.0],[0.0],[600.0],[393.471124192363]
2670,[8.695608838911902],[2.0],[0.0],[0.0],[600.0],[393.3737006845968]
2671,[8.69345960000847],[2.0],[0.0],[0.0],[600.0],[393.2764729830338]
2672,[8.69131469488989],[2.0],[0.0],[0.0],[600.0],[393.1794413341011]
2673,[8.689174128981001],[2.0],[0.0],[0.0],[600.0],[393.08260598320874]
2674,[8.68703790768381],[2.0],[0.0],[0.0],[600.0],[392.98596717473373]
2675,[8.684906036377155],[2.0],[0.0],[0.0],[600.0],[392.889525152005]
2676,[8.68277852041635],[2.0],[0.0],[0.0],[600.0],[392.7932801572874]
2677,[8.68065536513285],[2.0],[0.0],[0.0],[600.0],[392.6972324317664]
2678,[8.678536575833894],[2.0],[0.0],[0.0],[600.0],[392.6013822155317]
2679,[8.676422157802154],[2.0],[0.0],[0.0],[600.0],[392.5057297475622]
2680,[8.6743121162954],[2.0],[0.0],[0.0],[600.0],[392.41027526570974]
2681,[8.67220645654613],[2.0],[0.0],[0.0],[600.0],[392.3150190066832]
2682,[8.670105183761233],[2.0],[0.0],[0.0],[600.0],[392.21996120603285]
2683,[8.668008303121631],[2.0],[0.0],[0.0],[600.0],[392.1251020981343]
2684,[8.665915819781924],[2.0],[0.0],[0.0],[600.0],[392.0304419161723]
2685,[8.663827738870038],[2.0],[0.0],[0.0],[600.0],[391.9359808921251]
2686,[8.661744065486866],[2.0],[0.0],[0.0],[600.0],[391.8417192567479]
2687,[8.659664804705919],[2.0],[0.0],[0.0],[600.0],[391.74765723955716]
2688,[8.65758996157296],[2.0],[0.0],[0.0],[600.0],[391.6537950688142]
2689,[8.655519541105654],[2.0],[0.0],[0.0],[600.0],[391.5601329715091]
2690,[8.653453548293204],[2.0],[0.0],[0.0],[600.0],[391.4666711733444]
2691,[8.651391988095993],[2.0],[0.0],[0.0],[600.0],[391.37340989871905]
2692,[8.64933486544523],[2.0],[0.0],[0.0],[600.0],[391.2803493707118]
2693,[8.647282185242576],[2.0],[0.0],[0.0],[600.0],[391.1874898110653]
2694,[8.6452339523598],[2.0],[0.0],[0.0],[600.0],[391.0948314401694]
2695,[8.643190171638402],[2.0],[0.0],[0.0],[600.0],[391.0023744770449]
2696,[8.641150847889255],[2.0],[0.0],[0.0],[600.0],[390.91011913932715]
2697,[8.639115985892253],[2.0],[0.0],[0.0],[600.0],[390.8180656432498]
2698,[8.63708559039593],[2.0],[0.0],[0.0],[600.0],[390.726214203628]
2699,[8.635059666117106],[2.0],[0.0],[0.0],[600.0],[390.6345650338423]
2700,[8.633038217740523],[2.0],[0.0],[0.0],[600.0],[390.5431183458219]
2701,[8.631021249918474],[2.0],[0.0],[0.0],[600.0],[390.4518743500282]
2702,[8.629008767270447],[2.0],[0.0],[0.0],[600.0],[390.36083325543854]
2703,[8.627000774382749],[2.0],[0.0],[0.0],[600.0],[390.26999526952915]
2704,[8.624997275808145],[2.0],[0.0],[0.0],[600.0],[390.1793605982591]
2705,[8.622998276065497],[2.0],[0.0],[0.0],[600.0],[390.0889294460534]
2706,[8.62100377963939],[2.0],[0.0],[0.0],[600.0],[389.9987020157866]
2707,[8.619013790979766],[2.0],[0.0],[0.0],[600.0],[389.9086785087662]
2708,[8.61702831450156],[2.0],[0.0],[0.0],[600.0],[389.81885912471586]
2709,[8.615047354584336],[2.0],[0.0],[0.0],[600.0],[389.72924406175906]
2710,[8.613070915571909],[2.0],[0.0],[0.0],[600.0],[389.63983351640235]
2711,[8.61109900177199],[2.0],[0.0],[0.0],[600.0],[389.5506276835187]
2712,[8.60913161745581],[2.0],[0.0],[0.0],[600.0],[389.4616267563311]
2713,[8.607168766857761],[2.0],[0.0],[0.0],[600.0],[389.37283092639564]
2714,[8.60521045417502],[2.0],[0.0],[0.0],[600.0],[389.28424038358503]
2715,[8.603256683567189],[2.0],[0.0],[0.0],[600.0],[389.19585531607225]
2716,[8.601307459155919],[2.0],[0.0],[0.0],[600.0],[389.10767591031356]
2717,[8.59936278502456],[2.0],[0.0],[0.0],[600.0],[389.0197023510321]
2718,[8.597422665217774],[2.0],[0.0],[0.0],[600.0],[388.9319348212012]
2719,[8.595487103741183],[2.0],[0.0],[0.0],[600.0],[388.8443735020281]
2720,[8.593556104561],[2.0],[0.0],[0.0],[600.0],[388.75701857293683]
2721,[8.591629671603654],[2.0],[0.0],[0.0],[600.0],[388.6698702115523]
2722,[8.589707808755437],[2.0],[0.0],[0.0],[600.0],[388.5829285936833]
2723,[8.587790519862134],[2.0],[0.0],[0.0],[600.0],[388.49619389330616]
2724,[8.58587780872866],[2.0],[0.0],[0.0],[600.0],[388.40966628254836]
2725,[8.583969679118688],[2.0],[0.0],[0.0],[600.0],[388.3233459316717]
2726,[8.582066134754294],[2.0],[0.0],[0.0],[600.0],[388.2372330090564]
2727,[8.580167179315595],[2.0],[0.0],[0.0],[600.0],[388.15132768118406]
2728,[8.578272816440379],[2.0],[0.0],[0.0],[600.0],[388.0656301126217]
2729,[8.576383049723741],[2.0],[0.0],[0.0],[600.0],[387.98014046600525]
2730,[8.57449788271774],[2.0],[0.0],[0.0],[600.0],[387.8948589020231]
2731,[8.572617318931016],[2.0],[0.0],[0.0],[600.0],[387.80978557940006]
2732,[8.570741361828446],[2.0],[0.0],[0.0],[600.0],[387.7249206548807]
2733,[8.568870014830775],[2.0],[0.0],[0.0],[600.0],[387.6402642832136]
2734,[8.567003281314264],[2.0],[0.0],[0.0],[600.0],[387.55581661713467]
2735,[8.565141164610337],[2.0],[0.0],[0.0],[600.0],[387.47157780735137]
2736,[8.563283668005205],[2.0],[0.0],[0.0],[600.0],[387.3875480025263]
2737,[8.561430794739541],[2.0],[0.0],[0.0],[600.0],[387.30372734926135]
2738,[8.559582548008098],[2.0],[0.0],[0.0],[600.0],[387.2201159920815]
2739,[8.55773893095937],[2.0],[0.0],[0.0],[600.0],[387.1367140734191]
2740,[8.55589994669524],[2.0],[0.0],[0.0],[600.0],[387.05352173359756]
2741,[8.554065598270622],[2.0],[0.0],[0.0],[600.0],[386.9705391108158]
2742,[8.55223588869312],[2.0],[0.0],[0.0],[600.0],[386.8877663411325]
2743,[8.550410820922671],[2.0],[0.0],[0.0],[600.0],[386.8052035584497]
2744,[8.548590397871209],[2.0],[0.0],[0.0],[600.0],[386.7228508944981]
2745,[8.546774622402303],[2.0],[0.0],[0.0],[600.0],[386.64070847882056]
2746,[8.54496349733083],[2.0],[0.0],[0.0],[600.0],[386.5587764387568]
2747,[8.543157025422618],[2.0],[0.0],[0.0],[600.0],[386.4770548994281]
2748,[8.541355209394114],[2.0],[0.0],[0.0],[600.0],[386.39554398372155]
2749,[8.53955805191204],[2.0],[0.0],[0.0],[600.0],[386.3142438122749]
2750,[8.537765555593056],[2.0],[0.0],[0.0],[600.0],[386.23315450346115]
2751,[8.53597772300342],[2.0],[0.0],[0.0],[600.0],[386.1522761733731]
2752,[8.534194556658655],[2.0],[0.0],[0.0],[600.0],[386.0716089358086]
2753,[8.53241605902322],[2.0],[0.0],[0.0],[600.0],[385.99115290225535]
2754,[8.53064223251017],[2.0],[0.0],[0.0],[600.0],[385.9109081818755]
2755,[8.528873079480835],[2.0],[0.0],[0.0],[600.0],[385.8308748814914]
2756,[8.52710860224448],[2.0],[0.0],[0.0],[600.0],[385.75105310557024]
2757,[8.525348803057998],[2.0],[0.0],[0.0],[600.0],[385.6714429562095]
2758,[8.523593684125563],[2.0],[0.0],[0.0],[600.0],[385.5920445331222]
2759,[8.521843247598325],[2.0],[0.0],[0.0],[600.0],[385.51285793362246]
2760,[8.520097495574083],[2.0],[0.0],[0.0],[600.0],[385.433883252611]
2761,[8.51835643009697],[2.0],[0.0],[0.0],[600.0],[385.3551205825606]
2762,[8.516620053157132],[2.0],[0.0],[0.0],[600.0],[385.276570013502]
2763,[8.51488836669042],[2.0],[0.0],[0.0],[600.0],[385.1982316330096]
2764,[8.513161372578073],[2.0],[0.0],[0.0],[600.0],[385.1201055261873]
2765,[8.51143907264642],[2.0],[0.0],[0.0],[600.0],[385.0421917756547]
2766,[8.509721468666557],[2.0],[0.0],[0.0],[600.0],[384.9644904615333]
2767,[8.508008562354053],[2.0],[0.0],[0.0],[600.0],[384.88700166143224]
2768,[8.506300355368651],[2.0],[0.0],[0.0],[600.0],[384.8097254504353]
2769,[8.504596849313955],[2.0],[0.0],[0.0],[600.0],[384.7326619010866]
2770,[8.50289804573715],[2.0],[0.0],[0.0],[600.0],[384.655811083378]
2771,[8.50120394612869],[2.0],[0.0],[0.0],[600.0],[384.57917306473513]
2772,[8.499514551922024],[2.0],[0.0],[0.0],[600.0],[384.50274791000436]
2773,[8.497829864493289],[2.0],[0.0],[0.0],[600.0],[384.42653568143993]
2774,[8.496149885161039],[2.0],[0.0],[0.0],[600.0],[384.3505364386907]
2775,[8.49447461518595],[2.0],[0.0],[0.0],[600.0],[384.2747502387875]
2776,[8.492804055770549],[2.0],[0.0],[0.0],[600.0],[384.1991771361303]
2777,[8.491138208058926],[2.0],[0.0],[0.0],[600.0],[384.1238171824757]
2778,[8.489477073136463],[2.0],[0.0],[0.0],[600.0],[384.0486704269246]
2779,[8.487820652029566],[2.0],[0.0],[0.0],[600.0],[383.9737369159097]
2780,[8.486168945705387],[2.0],[0.0],[0.0],[600.0],[383.89901669318317]
2781,[8.484521955071568],[2.0],[0.0],[0.0],[600.0],[383.82450979980507]
2782,[8.482879680975968],[2.0],[0.0],[0.0],[600.0],[383.75021627413105]
2783,[8.481242124206407],[2.0],[0.0],[0.0],[600.0],[383.6761361518008]
2784,[8.479609285490417],[2.0],[0.0],[0.0],[600.0],[383.6022694657263]
2785,[8.47798116549497],[2.0],[0.0],[0.0],[600.0],[383.5286162460804]
2786,[8.476357764826245],[2.0],[0.0],[0.0],[600.0],[383.4551765202854]
2787,[8.474739084029375],[2.0],[0.0],[0.0],[600.0],[383.38195031300216]
2788,[8.473125123588197],[2.0],[0.0],[0.0],[600.0],[383.3089376461187]
2789,[8.471515883925024],[2.0],[0.0],[0.0],[600.0],[383.23613853873957]
2790,[8.469911365400396],[2.0],[0.0],[0.0],[600.0],[383.163553007175]
2791,[8.468311568312854],[2.0],[0.0],[0.0],[600.0],[383.0911810649305]
2792,[8.466716492898708],[2.0],[0.0],[0.0],[600.0],[383.0190227226962]
2793,[8.465126139331812],[2.0],[0.0],[0.0],[600.0],[382.94707798833696]
2794,[8.463540507723334],[2.0],[0.0],[0.0],[600.0],[382.87534686688196]
2795,[8.461959598121547],[2.0],[0.0],[0.0],[600.0],[382.8038293605149]
2796,[8.460383410511614],[2.0],[0.0],[0.0],[600.0],[382.73252546856446]
2797,[8.458811944815361],[2.0],[0.0],[0.0],[600.0],[382.66143518749436]
2798,[8.457245200891087],[2.0],[0.0],[0.0],[600.0],[382.5905585108943]
2799,[8.455683178533354],[2.0],[0.0],[0.0],[600.0],[382.51989542947047]
2800,[8.454125877472778],[2.0],[0.0],[0.0],[600.0],[382.4494459310365]
2801,[8.452573297375844],[2.0],[0.0],[0.0],[600.0],[382.37921000050494]
2802,[8.451025437844713],[2.0],[0.0],[0.0],[600.0],[382.30918761987806]
2803,[8.449482298417028],[2.0],[0.0],[0.0],[600.0],[382.2393787682396]
2804,[8.447943878565725],[2.0],[0.0],[0.0],[600.0],[382.16978342174644]
2805,[8.446410177698873],[2.0],[0.0],[0.0],[600.0],[382.1004015536203]
2806,[8.444881195159471],[2.0],[0.0],[0.0],[600.0],[382.03123313414005]
2807,[8.443356930225297],[2.0],[0.0],[0.0],[600.0],[381.9622781306334]
2808,[8.441837382108734],[2.0],[0.0],[0.0],[600.0],[381.89353650746995]
2809,[8.440322549956594],[2.0],[0.0],[0.0],[600.0],[381.8250082260532]
2810,[8.43881243284998],[2.0],[0.0],[0.0],[600.0],[381.7566932448138]
2811,[8.437307029804115],[2.0],[0.0],[0.0],[600.0],[381.6885915192022]
2812,[8.435806339768199],[2.0],[0.0],[0.0],[600.0],[381.62070300168193]
2813,[8.43431036162525],[2.0],[0.0],[0.0],[600.0],[381.55302764172313]
2814,[8.432819094191983],[2.0],[0.0],[0.0],[600.0],[381.4855653857957]
2815,[8.431332536218653],[2.0],[0.0],[0.0],[600.0],[381.41831617736375]
2816,[8.42985068638893],[2.0],[0.0],[0.0],[600.0],[381.3512799568787]
2817,[8.42837354331977],[2.0],[0.0],[0.0],[600.0],[381.28445666177424]
2818,[8.426901105561292],[2.0],[0.0],[0.0],[600.0],[381.2178462264602]
2819,[8.425433371596652],[2.0],[0.0],[0.0],[600.0],[381.15144858231736]
2820,[8.423970339841931],[2.0],[0.0],[0.0],[600.0],[381.0852636576922]
2821,[8.42251200864603],[2.0],[0.0],[0.0],[600.0],[381.0192913778918]
2822,[8.421058376290555],[2.0],[0.0],[0.0],[600.0],[380.95353166517924]
2823,[8.419609440989724],[2.0],[0.0],[0.0],[600.0],[380.8879844387688]
2824,[8.41816520089026],[2.0],[0.0],[0.0],[600.0],[380.82264961482167]
2825,[8.416725654071307],[2.0],[0.0],[0.0],[600.0],[380.75752710644184]
2826,[8.415290798544346],[2.0],[0.0],[0.0],[600.0],[380.69261682367215]
2827,[8.413860632253103],[2.0],[0.0],[0.0],[600.0],[380.6279186734905]
2828,[8.412433647224567],[2.0],[0.0],[0.0],[600.0],[380.56336443791076]
2829,[8.411009769719598],[2.0],[0.0],[0.0],[600.0],[380.49895078110677]
2830,[8.40958899819614],[2.0],[0.0],[0.0],[600.0],[380.4346776333188]
2831,[8.408171331095197],[2.0],[0.0],[0.0],[600.0],[380.3705449240205]
2832,[8.406756766840818],[2.0],[0.0],[0.0],[600.0],[380.30655258191894]
2833,[8.405345303840104],[2.0],[0.0],[0.0],[600.0],[380.2427005349541]
2834,[8.40393694048321],[2.0],[0.0],[0.0],[600.0],[380.17898871029945]
2835,[8.402531675143333],[2.0],[0.0],[0.0],[600.0],[380.1154170343615]
2836,[8.401129506176726],[2.0],[0.0],[0.0],[600.0],[380.0519854327799]
2837,[8.39973043192269],[2.0],[0.0],[0.0],[600.0],[379.98869383042756]
2838,[8.39833445070357],[2.0],[0.0],[0.0],[600.0],[379.9255421514108]
2839,[8.39694156082478],[2.0],[0.0],[0.0],[600.0],[379.8625303190692]
2840,[8.395551760574776],[2.0],[0.0],[0.0],[600.0],[379.79965825597566]
2841,[8.39416504822508],[2.0],[0.0],[0.0],[600.0],[379.736925883937]
2842,[8.392781422030271],[2.0],[0.0],[0.0],[600.0],[379.67433312399356]
2843,[8.391400880227998],[2.0],[0.0],[0.0],[600.0],[379.61187989641974]
2844,[8.390023421038979],[2.0],[0.0],[0.0],[600.0],[379.5495661207239]
2845,[8.388649042667009],[2.0],[0.0],[0.0],[600.0],[379.4873917156491]
2846,[8.387277743298961],[2.0],[0.0],[0.0],[600.0],[379.42535659917263]
2847,[8.385909521104796],[2.0],[0.0],[0.0],[600.0],[379.36346068850696]
2848,[8.384544374237572],[2.0],[0.0],[0.0],[600.0],[379.30170390009954]
2849,[8.383182300833445],[2.0],[0.0],[0.0],[600.0],[379.2400861496336]
2850,[8.381823299011678],[2.0],[0.0],[0.0],[600.0],[379.178607352028]
2851,[8.380467366874658],[2.0],[0.0],[0.0],[600.0],[379.11726742143793]
2852,[8.379114502507887],[2.0],[0.0],[0.0],[600.0],[379.05606627125513]
2853,[8.37776470398001],[2.0],[0.0],[0.0],[600.0],[378.99500381410854]
2854,[8.376417969342814],[2.0],[0.0],[0.0],[600.0],[378.9340799618644]
2855,[8.375074296631237],[2.0],[0.0],[0.0],[600.0],[378.8732946256271]
2856,[8.37373368386339],[2.0],[0.0],[0.0],[600.0],[378.81264771573933]
2857,[8.372396129040558],[2.0],[0.0],[0.0],[600.0],[378.75213914178283]
2858,[8.371061630147214],[2.0],[0.0],[0.0],[600.0],[378.69176881257874]
2859,[8.369730185151031],[2.0],[0.0],[0.0],[600.0],[378.6315366361885]
2860,[8.368401792002903],[2.0],[0.0],[0.0],[600.0],[378.57144251991394]
2861,[8.367076448636944],[2.0],[0.0],[0.0],[600.0],[378.5114863702983]
2862,[8.365754152970517],[2.0],[0.0],[0.0],[600.0],[378.4516680931267]
2863,[8.364434902904238],[2.0],[0.0],[0.0],[600.0],[378.39198759342696]
2864,[8.363118696321997],[2.0],[0.0],[0.0],[600.0],[378.33244477546987]
2865,[8.361805531090972],[2.0],[0.0],[0.0],[600.0],[378.27303954277045]
2866,[8.360495405061641],[2.0],[0.0],[0.0],[600.0],[378.2137717980882]
2867,[8.359188316067808],[2.0],[0.0],[0.0],[600.0],[378.1546414434284]
2868,[8.357884261926612],[2.0],[0.0],[0.0],[600.0],[378.0956483800422]
2869,[8.356583240438546],[2.0],[0.0],[0.0],[600.0],[378.03679250842794]
2870,[8.355285249387482],[2.0],[0.0],[0.0],[600.0],[377.97807372833194]
2871,[8.353990286540677],[2.0],[0.0],[0.0],[600.0],[377.9194919387491]
2872,[8.352698349648811],[2.0],[0.0],[0.0],[600.0],[377.861047037924]
2873,[8.35140943644599],[2.0],[0.0],[0.0],[600.0],[377.8027389233517]
2874,[8.350123544649772],[2.0],[0.0],[0.0],[600.0],[377.74456749177864]
2875,[8.34884067196119],[2.0],[0.0],[0.0],[600.0],[377.6865326392038]
2876,[8.347560816064773],[2.0],[0.0],[0.0],[600.0],[377.6286342608793]
2877,[8.346283974628566],[2.0],[0.0],[0.0],[600.0],[377.5708722513119]
2878,[8.345010145304157],[2.0],[0.0],[0.0],[600.0],[377.51324650426346]
2879,[8.343739325726695],[2.0],[0.0],[0.0],[600.0],[377.4557569127524]
2880,[8.342471513514914],[2.0],[0.0],[0.0],[600.0],[377.3984033690546]
2881,[8.341206706271162],[2.0],[0.0],[0.0],[600.0],[377.3411857647046]
2882,[8.339944901581422],[2.0],[0.0],[0.0],[600.0],[377.2841039904966]
2883,[8.338686097015335],[2.0],[0.0],[0.0],[600.0],[377.2271579364855]
2884,[8.337430290126235],[2.0],[0.0],[0.0],[600.0],[377.17034749198854]
2885,[8.336177478451162],[2.0],[0.0],[0.0],[600.0],[377.1136725455858]
2886,[8.3349276595109],[2.0],[0.0],[0.0],[600.0],[377.05713298512205]
2887,[8.333680830809996],[2.0],[0.0],[0.0],[600.0],[377.00072869770753]
2888,[8.332436989836797],[2.0],[0.0],[0.0],[600.0],[376.9444595697195]
2889,[8.331196134063468],[2.0],[0.0],[0.0],[600.0],[376.88832548680335]
2890,[8.329958260946034],[2.0],[0.0],[0.0],[600.0],[376.83232633387405]
2891,[8.32872336792439],[2.0],[0.0],[0.0],[600.0],[376.77646199511724]
2892,[8.327491452422352],[2.0],[0.0],[0.0],[600.0],[376.7207323539909]
2893,[8.326262511847673],[2.0],[0.0],[0.0],[600.0],[376.66513729322656]
2894,[8.325036543592084],[2.0],[0.0],[0.0],[600.0],[376.60967669483057]
2895,[8.323813545031312],[2.0],[0.0],[0.0],[600.0],[376.5543504400858]
2896,[8.322593513525128],[2.0],[0.0],[0.0],[600.0],[376.4991584095528]
2897,[8.321376446417366],[2.0],[0.0],[0.0],[600.0],[376.44410048307174]
2898,[8.320162341035967],[2.0],[0.0],[0.0],[600.0],[376.3891765397632]
2899,[8.318951194693005],[2.0],[0.0],[0.0],[600.0],[376.33438645803017]
2900,[8.31774300468472],[2.0],[0.0],[0.0],[600.0],[376.2797301155597]
2901,[8.31653776829156],[2.0],[0.0],[0.0],[600.0],[376.22520738932394]
