,speed,gear,brake,throttle,revs,transmission_speed
4042,[7.817974801087661],[2.0],[0.0],[0.0],[600.0],[353.67111565561254]
4043,[7.817846634500202],[2.0],[0.0],[0.0],[600.0],[353.6653176297644]
4044,[7.817718681023232],[2.0],[0.0],[0.0],[600.0],[353.6595292446515]
4045,[7.817590940313977],[2.0],[0.0],[0.0],[600.0],[353.6537504847672]
4046,[7.817463412030176],[2.0],[0.0],[0.0],[600.0],[353.64798133462835]
4047,[7.817336095830081],[2.0],[0.0],[0.0],[600.0],[353.64222177877474]
4048,[7.817208991372453],[2.0],[0.0],[0.0],[600.0],[353.6364718017695]
4049,[7.81708209831657],[2.0],[0.0],[0.0],[600.0],[353.6307313881988]
4050,[7.816955416322213],[2.0],[0.0],[0.0],[600.0],[353.62500052267194]
4051,[7.816828945049681],[2.0],[0.0],[0.0],[600.0],[353.6192791898213]
4052,[7.816702684159779],[2.0],[0.0],[0.0],[600.0],[353.6135673743024]
4053,[7.816576633313818],[2.0],[0.0],[0.0],[600.0],[353.60786506079353]
4054,[7.816450792173621],[2.0],[0.0],[0.0],[600.0],[353.60217223399616]
4055,[7.816325160401519],[2.0],[0.0],[0.0],[600.0],[353.5964888786347]
4056,[7.816199737660346],[2.0],[0.0],[0.0],[600.0],[353.5908149794565]
4057,[7.816074523613445],[2.0],[0.0],[0.0],[600.0],[353.5851505212317]
4058,[7.815949517924664],[2.0],[0.0],[0.0],[600.0],[353.5794954887534]
4059,[7.815824720258356],[2.0],[0.0],[0.0],[600.0],[353.57384986683763]
4060,[7.815700130279379],[2.0],[0.0],[0.0],[600.0],[353.568213640323]
4061,[7.815575747653092],[2.0],[0.0],[0.0],[600.0],[353.5625867940711]
4062,[7.815451572045359],[2.0],[0.0],[0.0],[600.0],[353.55696931296615]
4063,[7.815327603122548],[2.0],[0.0],[0.0],[600.0],[353.55136118191524]
4064,[7.8152038405515265],[2.0],[0.0],[0.0],[600.0],[353.5457623858481]
4065,[7.815080283999663],[2.0],[0.0],[0.0],[600.0],[353.540172909717]
4066,[7.814956933134828],[2.0],[0.0],[0.0],[600.0],[353.534592738497]
4067,[7.814833787625388],[2.0],[0.0],[0.0],[600.0],[353.52902185718574]
4068,[7.814710847140214],[2.0],[0.0],[0.0],[600.0],[353.5234602508034]
4069,[7.814588111348674],[2.0],[0.0],[0.0],[600.0],[353.5179079043928]
4070,[7.814465579920633],[2.0],[0.0],[0.0],[600.0],[353.51236480301924]
4071,[7.8143432525264505],[2.0],[0.0],[0.0],[600.0],[353.5068309317705]
4072,[7.814221128836988],[2.0],[0.0],[0.0],[600.0],[353.50130627575675]
4073,[7.8140992085236025],[2.0],[0.0],[0.0],[600.0],[353.49579082011076]
4074,[7.8139774912581395],[2.0],[0.0],[0.0],[600.0],[353.4902845499877]
4075,[7.813855976712949],[2.0],[0.0],[0.0],[600.0],[353.4847874505649]
4076,[7.813734664560868],[2.0],[0.0],[0.0],[600.0],[353.47929950704236]
4077,[7.813613554475229],[2.0],[0.0],[0.0],[600.0],[353.4738207046422]
4078,[7.813492646129861],[2.0],[0.0],[0.0],[600.0],[353.4683510286088]
4079,[7.813371939199078],[2.0],[0.0],[0.0],[600.0],[353.46289046420907]
4080,[7.813251433357691],[2.0],[0.0],[0.0],[600.0],[353.4574389967318]
4081,[7.813131128281002],[2.0],[0.0],[0.0],[600.0],[353.45199661148825]
4082,[7.813011023644801],[2.0],[0.0],[0.0],[600.0],[353.44656329381183]
4083,[7.812891119125368],[2.0],[0.0],[0.0],[600.0],[353.441139029058]
4084,[7.812771414399474],[2.0],[0.0],[0.0],[600.0],[353.4357238026044]
4085,[7.812651909144376],[2.0],[0.0],[0.0],[600.0],[353.4303175998508]
4086,[7.812532603037822],[2.0],[0.0],[0.0],[600.0],[353.4249204062191]
4087,[7.812413495758042],[2.0],[0.0],[0.0],[600.0],[353.41953220715294]
4088,[7.812294586983759],[2.0],[0.0],[0.0],[600.0],[353.41415298811836]
4089,[7.8121758763941775],[2.0],[0.0],[0.0],[600.0],[353.4087827346031]
4090,[7.812057363668989],[2.0],[0.0],[0.0],[600.0],[353.4034214321171]
4091,[7.8119390484883695],[2.0],[0.0],[0.0],[600.0],[353.39806906619197]
4092,[7.811820930532979],[2.0],[0.0],[0.0],[600.0],[353.3927256223814]
4093,[7.811703009483958],[2.0],[0.0],[0.0],[600.0],[353.38739108626083]
4094,[7.811585285022938],[2.0],[0.0],[0.0],[600.0],[353.3820654434277]
4095,[7.811467756832023],[2.0],[0.0],[0.0],[600.0],[353.376748679501]
4096,[7.8113504245938055],[2.0],[0.0],[0.0],[600.0],[353.3714407801219]
4097,[7.811233287991354],[2.0],[0.0],[0.0],[600.0],[353.3661417309529]
4098,[7.811116346708222],[2.0],[0.0],[0.0],[600.0],[353.3608515176785]
4099,[7.810999600428439],[2.0],[0.0],[0.0],[600.0],[353.35557012600486]
4100,[7.8108830488365175],[2.0],[0.0],[0.0],[600.0],[353.35029754165976]
4101,[7.8107666916174425],[2.0],[0.0],[0.0],[600.0],[353.34503375039264]
4102,[7.8106505284566845],[2.0],[0.0],[0.0],[600.0],[353.3397787379746]
4103,[7.810534559040184],[2.0],[0.0],[0.0],[600.0],[353.3345324901982]
4104,[7.810418783054362],[2.0],[0.0],[0.0],[600.0],[353.3292949928778]
4105,[7.810303200186114],[2.0],[0.0],[0.0],[600.0],[353.3240662318491]
4106,[7.810187810122814],[2.0],[0.0],[0.0],[600.0],[353.31884619296926]
4107,[7.810072612552306],[2.0],[0.0],[0.0],[600.0],[353.31363486211706]
4108,[7.809957607162911],[2.0],[0.0],[0.0],[600.0],[353.30843222519275]
4109,[7.809842793643423],[2.0],[0.0],[0.0],[600.0],[353.3032382681178]
4110,[7.809728171683109],[2.0],[0.0],[0.0],[600.0],[353.2980529768353]
4111,[7.8096137409717095],[2.0],[0.0],[0.0],[600.0],[353.2928763373096]
4112,[7.809499501199434],[2.0],[0.0],[0.0],[600.0],[353.2877083355265]
4113,[7.809385452056963],[2.0],[0.0],[0.0],[600.0],[353.28254895749274]
4114,[7.809271593235453],[2.0],[0.0],[0.0],[600.0],[353.2773981892368]
4115,[7.809157924426522],[2.0],[0.0],[0.0],[600.0],[353.27225601680817]
4116,[7.809044445322263],[2.0],[0.0],[0.0],[600.0],[353.26712242627764]
4117,[7.808931155615236],[2.0],[0.0],[0.0],[600.0],[353.26199740373715]
4118,[7.8088180549984685],[2.0],[0.0],[0.0],[600.0],[353.2568809352999]
4119,[7.808705143165456],[2.0],[0.0],[0.0],[600.0],[353.25177300710004]
4120,[7.808592419810162],[2.0],[0.0],[0.0],[600.0],[353.24667360529304]
4121,[7.808479884627013],[2.0],[0.0],[0.0],[600.0],[353.24158271605546]
4122,[7.808367537310903],[2.0],[0.0],[0.0],[600.0],[353.2365003255847]
4123,[7.808255377557191],[2.0],[0.0],[0.0],[600.0],[353.2314264200994]
4124,[7.808143405061701],[2.0],[0.0],[0.0],[600.0],[353.2263609858392]
4125,[7.808031619520716],[2.0],[0.0],[0.0],[600.0],[353.22130400906457]
4126,[7.8079200206309896],[2.0],[0.0],[0.0],[600.0],[353.216255476057]
4127,[7.807808608089734],[2.0],[0.0],[0.0],[600.0],[353.211215373119]
4128,[7.807697381594621],[2.0],[0.0],[0.0],[600.0],[353.2061836865738]
4129,[7.807586340843787],[2.0],[0.0],[0.0],[600.0],[353.2011604027657]
4130,[7.807475485535827],[2.0],[0.0],[0.0],[600.0],[353.1961455080596]
4131,[7.8073648153698],[2.0],[0.0],[0.0],[600.0],[353.1911389888415]
4132,[7.807254330045219],[2.0],[0.0],[0.0],[600.0],[353.18614083151783]
4133,[7.807144029262059],[2.0],[0.0],[0.0],[600.0],[353.1811510225161]
4134,[7.807033912720754],[2.0],[0.0],[0.0],[600.0],[353.1761695482844]
4135,[7.80692398012219],[2.0],[0.0],[0.0],[600.0],[353.1711963952915]
4136,[7.80681423116772],[2.0],[0.0],[0.0],[600.0],[353.16623155002685]
4137,[7.806704665559143],[2.0],[0.0],[0.0],[600.0],[353.1612749990007]
4138,[7.806595282998721],[2.0],[0.0],[0.0],[600.0],[353.15632672874375]
4139,[7.806486083189167],[2.0],[0.0],[0.0],[600.0],[353.15138672580736]
4140,[7.806377065833653],[2.0],[0.0],[0.0],[600.0],[353.1464549767635]
4141,[7.806268230635801],[2.0],[0.0],[0.0],[600.0],[353.14153146820445]
4142,[7.806159577299686],[2.0],[0.0],[0.0],[600.0],[353.13661618674337]
4143,[7.80605110552984],[2.0],[0.0],[0.0],[600.0],[353.1317091190136]
4144,[7.805942815031243],[2.0],[0.0],[0.0],[600.0],[353.126810251669]
4145,[7.805834705509329],[2.0],[0.0],[0.0],[600.0],[353.121919571384]
4146,[7.8057267766699825],[2.0],[0.0],[0.0],[600.0],[353.1170370648533]
4147,[7.805619028219538],[2.0],[0.0],[0.0],[600.0],[353.11216271879204]
4148,[7.80551145986478],[2.0],[0.0],[0.0],[600.0],[353.10729651993563]
4149,[7.8054040713129424],[2.0],[0.0],[0.0],[600.0],[353.1024384550399]
4150,[7.805296862271708],[2.0],[0.0],[0.0],[600.0],[353.0975885108808]
4151,[7.805189832449204],[2.0],[0.0],[0.0],[600.0],[353.0927466742549]
4152,[7.805082981554014],[2.0],[0.0],[0.0],[600.0],[353.08791293197856]
4153,[7.8049763092951565],[2.0],[0.0],[0.0],[600.0],[353.0830872708887]
4154,[7.804869815382108],[2.0],[0.0],[0.0],[600.0],[353.07826967784223]
4155,[7.804763499524779],[2.0],[0.0],[0.0],[600.0],[353.07346013971636]
4156,[7.804657361433536],[2.0],[0.0],[0.0],[600.0],[353.0686586434084]
4157,[7.804551400819183],[2.0],[0.0],[0.0],[600.0],[353.0638651758356]
4158,[7.804445617392969],[2.0],[0.0],[0.0],[600.0],[353.05907972393544]
4159,[7.804340010866589],[2.0],[0.0],[0.0],[600.0],[353.05430227466553]
4160,[7.804234580952176],[2.0],[0.0],[0.0],[600.0],[353.0495328150034]
4161,[7.8041293273623085],[2.0],[0.0],[0.0],[600.0],[353.04477133194644]
4162,[7.8040242498100065],[2.0],[0.0],[0.0],[600.0],[353.04001781251225]
4163,[7.803919348008731],[2.0],[0.0],[0.0],[600.0],[353.0352722437383]
4164,[7.80381462167238],[2.0],[0.0],[0.0],[600.0],[353.0305346126819]
4165,[7.8037100705152955],[2.0],[0.0],[0.0],[600.0],[353.0258049064203]
4166,[7.803605694252255],[2.0],[0.0],[0.0],[600.0],[353.02108311205075]
4167,[7.8035014925984765],[2.0],[0.0],[0.0],[600.0],[353.01636921669007]
4168,[7.803397465269617],[2.0],[0.0],[0.0],[600.0],[353.01166320747507]
4169,[7.803293611981768],[2.0],[0.0],[0.0],[600.0],[353.0069650715623]
4170,[7.8031899324514615],[2.0],[0.0],[0.0],[600.0],[353.0022747961281]
4171,[7.80308642639566],[2.0],[0.0],[0.0],[600.0],[352.99759236836854]
4172,[7.802983093531765],[2.0],[0.0],[0.0],[600.0],[352.9929177754993]
4173,[7.802879933577617],[2.0],[0.0],[0.0],[600.0],[352.98825100475585]
4174,[7.802776946251483],[2.0],[0.0],[0.0],[600.0],[352.98359204339323]
4175,[7.80267413127207],[2.0],[0.0],[0.0],[600.0],[352.9789408786863]
4176,[7.802571488358515],[2.0],[0.0],[0.0],[600.0],[352.9742974979291]
4177,[7.802469017230388],[2.0],[0.0],[0.0],[600.0],[352.96966188843567]
4178,[7.802366717607693],[2.0],[0.0],[0.0],[600.0],[352.96503403753945]
4179,[7.8022645892108615],[2.0],[0.0],[0.0],[600.0],[352.9604139325933]
4180,[7.802162631760763],[2.0],[0.0],[0.0],[600.0],[352.9558015609698]
4181,[7.802060844978688],[2.0],[0.0],[0.0],[600.0],[352.9511969100607]
4182,[7.801959228586364],[2.0],[0.0],[0.0],[600.0],[352.94659996727734]
4183,[7.801857782305946],[2.0],[0.0],[0.0],[600.0],[352.94201072005063]
4184,[7.801756505860015],[2.0],[0.0],[0.0],[600.0],[352.93742915583056]
4185,[7.801655398971584],[2.0],[0.0],[0.0],[600.0],[352.9328552620867]
4186,[7.801554461364089],[2.0],[0.0],[0.0],[600.0],[352.92828902630794]
4187,[7.801453692761396],[2.0],[0.0],[0.0],[600.0],[352.92373043600236]
4188,[7.801353092887796],[2.0],[0.0],[0.0],[600.0],[352.91917947869746]
4189,[7.801252661468006],[2.0],[0.0],[0.0],[600.0],[352.91463614193987]
4190,[7.80115239822717],[2.0],[0.0],[0.0],[600.0],[352.91010041329554]
4191,[7.801052302890852],[2.0],[0.0],[0.0],[600.0],[352.9055722803496]
4192,[7.800952375185045],[2.0],[0.0],[0.0],[600.0],[352.90105173070634]
4193,[7.800852614836161],[2.0],[0.0],[0.0],[600.0],[352.8965387519893]
4194,[7.800753021571038],[2.0],[0.0],[0.0],[600.0],[352.89203333184093]
4195,[7.800653595116935],[2.0],[0.0],[0.0],[600.0],[352.8875354579231]
4196,[7.800554335201532],[2.0],[0.0],[0.0],[600.0],[352.8830451179164]
4197,[7.800455241552932],[2.0],[0.0],[0.0],[600.0],[352.87856229952075]
4198,[7.800356313899655],[2.0],[0.0],[0.0],[600.0],[352.87408699045494]
4199,[7.8002575519706445],[2.0],[0.0],[0.0],[600.0],[352.86961917845684]
4200,[7.800158955495262],[2.0],[0.0],[0.0],[600.0],[352.8651588512832]
4201,[7.800060524203288],[2.0],[0.0],[0.0],[600.0],[352.8607059967098]
4202,[7.799962257824921],[2.0],[0.0],[0.0],[600.0],[352.8562606025313]
4203,[7.799864156090777],[2.0],[0.0],[0.0],[600.0],[352.8518226565612]
4204,[7.7997662187318895],[2.0],[0.0],[0.0],[600.0],[352.84739214663205]
4205,[7.799668445479708],[2.0],[0.0],[0.0],[600.0],[352.842969060595]
4206,[7.799570836066097],[2.0],[0.0],[0.0],[600.0],[352.83855338632026]
4207,[7.799473390223341],[2.0],[0.0],[0.0],[600.0],[352.8341451116966]
4208,[7.799376107684131],[2.0],[0.0],[0.0],[600.0],[352.8297442246317]
4209,[7.799278988181581],[2.0],[0.0],[0.0],[600.0],[352.82535071305193]
4210,[7.799182031449214],[2.0],[0.0],[0.0],[600.0],[352.82096456490245]
4211,[7.799085237220966],[2.0],[0.0],[0.0],[600.0],[352.8165857681469]
4212,[7.7989886052311865],[2.0],[0.0],[0.0],[600.0],[352.8122143107679]
4213,[7.798892135214636],[2.0],[0.0],[0.0],[600.0],[352.80785018076637]
4214,[7.798795826906489],[2.0],[0.0],[0.0],[600.0],[352.80349336616206]
4215,[7.798699680042327],[2.0],[0.0],[0.0],[600.0],[352.7991438549933]
4216,[7.798603694358146],[2.0],[0.0],[0.0],[600.0],[352.79480163531684]
4217,[7.798507869590349],[2.0],[0.0],[0.0],[600.0],[352.79046669520807]
4218,[7.798412205475747],[2.0],[0.0],[0.0],[600.0],[352.78613902276095]
4219,[7.798316701751564],[2.0],[0.0],[0.0],[600.0],[352.7818186060877]
4220,[7.798221358155427],[2.0],[0.0],[0.0],[600.0],[352.7775054333193]
4221,[7.798126174425374],[2.0],[0.0],[0.0],[600.0],[352.7731994926049]
4222,[7.798031150299846],[2.0],[0.0],[0.0],[600.0],[352.7689007721121]
4223,[7.7979362855176975],[2.0],[0.0],[0.0],[600.0],[352.7646092600271]
4224,[7.79784157981818],[2.0],[0.0],[0.0],[600.0],[352.7603249445542]
4225,[7.797747032940959],[2.0],[0.0],[0.0],[600.0],[352.7560478139162]
4226,[7.797652644626097],[2.0],[0.0],[0.0],[600.0],[352.7517778563541]
4227,[7.797558414614062],[2.0],[0.0],[0.0],[600.0],[352.74751506012717]
4228,[7.797464342645732],[2.0],[0.0],[0.0],[600.0],[352.7432594135131]
4229,[7.797370428462379],[2.0],[0.0],[0.0],[600.0],[352.7390109048075]
4230,[7.797276671805684],[2.0],[0.0],[0.0],[600.0],[352.7347695223246]
4231,[7.7971830724177265],[2.0],[0.0],[0.0],[600.0],[352.73053525439644]
4232,[7.797089630040991],[2.0],[0.0],[0.0],[600.0],[352.7263080893734]
4233,[7.796996344418355],[2.0],[0.0],[0.0],[600.0],[352.72208801562397]
4234,[7.796903215293107],[2.0],[0.0],[0.0],[600.0],[352.7178750215347]
4235,[7.7968102424089265],[2.0],[0.0],[0.0],[600.0],[352.71366909551034]
4236,[7.796717425509894],[2.0],[0.0],[0.0],[600.0],[352.7094702259735]
4237,[7.796624764340493],[2.0],[0.0],[0.0],[600.0],[352.7052784013649]
4238,[7.796532258645598],[2.0],[0.0],[0.0],[600.0],[352.7010936101434]
4239,[7.7964399081704885],[2.0],[0.0],[0.0],[600.0],[352.69691584078566]
4240,[7.796347712660834],[2.0],[0.0],[0.0],[600.0],[352.69274508178637]
4241,[7.796255671862704],[2.0],[0.0],[0.0],[600.0],[352.6885813216581]
4242,[7.7961637855225625],[2.0],[0.0],[0.0],[600.0],[352.6844245489314]
4243,[7.796072053387271],[2.0],[0.0],[0.0],[600.0],[352.6802747521547]
4244,[7.795980475204083],[2.0],[0.0],[0.0],[600.0],[352.6761319198942]
4245,[7.795889050720649],[2.0],[0.0],[0.0],[600.0],[352.67199604073403]
4246,[7.795797779685008],[2.0],[0.0],[0.0],[600.0],[352.667867103276]
4247,[7.7957066618456],[2.0],[0.0],[0.0],[600.0],[352.6637450961399]
4248,[7.795615696951248],[2.0],[0.0],[0.0],[600.0],[352.6596300079631]
4249,[7.795524884751176],[2.0],[0.0],[0.0],[600.0],[352.6555218274007]
4250,[7.795434224994991],[2.0],[0.0],[0.0],[600.0],[352.6514205431256]
4251,[7.795343717432697],[2.0],[0.0],[0.0],[600.0],[352.64732614382837]
4252,[7.795253361814687],[2.0],[0.0],[0.0],[600.0],[352.64323861821714]
4253,[7.795163157891745],[2.0],[0.0],[0.0],[600.0],[352.6391579550179]
4254,[7.795073105415039],[2.0],[0.0],[0.0],[600.0],[352.6350841429739]
4255,[7.79498320413613],[2.0],[0.0],[0.0],[600.0],[352.6310171708463]
4256,[7.794893453806969],[2.0],[0.0],[0.0],[600.0],[352.62695702741365]
4257,[7.7948038541798885],[2.0],[0.0],[0.0],[600.0],[352.62290370147207]
4258,[7.794714405007612],[2.0],[0.0],[0.0],[600.0],[352.61885718183515]
4259,[7.79462510604325],[2.0],[0.0],[0.0],[600.0],[352.614817457334]
4260,[7.794535957040296],[2.0],[0.0],[0.0],[600.0],[352.6107845168173]
4261,[7.794446957752634],[2.0],[0.0],[0.0],[600.0],[352.606758349151]
4262,[7.794358107934527],[2.0],[0.0],[0.0],[600.0],[352.6027389432185]
4263,[7.794269407340627],[2.0],[0.0],[0.0],[600.0],[352.59872628792067]
4264,[7.794180855725968],[2.0],[0.0],[0.0],[600.0],[352.5947203721757]
4265,[7.794092452845966],[2.0],[0.0],[0.0],[600.0],[352.590721184919]
4266,[7.794004198456422],[2.0],[0.0],[0.0],[600.0],[352.5867287151035]
4267,[7.793916092313517],[2.0],[0.0],[0.0],[600.0],[352.5827429516993]
4268,[7.793828134173816],[2.0],[0.0],[0.0],[600.0],[352.5787638836938]
4269,[7.793740323794265],[2.0],[0.0],[0.0],[600.0],[352.57479150009164]
4270,[7.793652660932189],[2.0],[0.0],[0.0],[600.0],[352.5708257899146]
4271,[7.793565145345291],[2.0],[0.0],[0.0],[600.0],[352.5668667422018]
4272,[7.7934777767916605],[2.0],[0.0],[0.0],[600.0],[352.56291434600945]
4273,[7.7933905550297595],[2.0],[0.0],[0.0],[600.0],[352.55896859041087]
4274,[7.793303479818431],[2.0],[0.0],[0.0],[600.0],[352.55502946449656]
4275,[7.793216550916897],[2.0],[0.0],[0.0],[600.0],[352.5510969573741]
4276,[7.7931297680847536],[2.0],[0.0],[0.0],[600.0],[352.54717105816815]
4277,[7.793043131081977],[2.0],[0.0],[0.0],[600.0],[352.54325175602037]
4278,[7.792956639668917],[2.0],[0.0],[0.0],[600.0],[352.5393390400895]
4279,[7.7928702936063035],[2.0],[0.0],[0.0],[600.0],[352.5354328995513]
4280,[7.7927840926552365],[2.0],[0.0],[0.0],[600.0],[352.53153332359847]
4281,[7.792698036577195],[2.0],[0.0],[0.0],[600.0],[352.5276403014406]
4282,[7.7926121251340295],[2.0],[0.0],[0.0],[600.0],[352.5237538223044]
4283,[7.792526358087965],[2.0],[0.0],[0.0],[600.0],[352.5198738754333]
4284,[7.7924407352016],[2.0],[0.0],[0.0],[600.0],[352.51600045008763]
4285,[7.792355256237906],[2.0],[0.0],[0.0],[600.0],[352.51213353554465]
4286,[7.792269920960227],[2.0],[0.0],[0.0],[600.0],[352.5082731210985]
4287,[7.792184729132275],[2.0],[0.0],[0.0],[600.0],[352.50441919606]
4288,[7.792099680518137],[2.0],[0.0],[0.0],[600.0],[352.50057174975683]
4289,[7.79201477488227],[2.0],[0.0],[0.0],[600.0],[352.49673077153335]
4290,[7.791930011989501],[2.0],[0.0],[0.0],[600.0],[352.4928962507508]
4291,[7.7918453916050225],[2.0],[0.0],[0.0],[600.0],[352.48906817678704]
4292,[7.791760913494403],[2.0],[0.0],[0.0],[600.0],[352.48524653903667]
4293,[7.791676577423575],[2.0],[0.0],[0.0],[600.0],[352.4814313269109]
4294,[7.791592383158838],[2.0],[0.0],[0.0],[600.0],[352.4776225298376]
4295,[7.791508330466862],[2.0],[0.0],[0.0],[600.0],[352.4738201372613]
4296,[7.791424419114682],[2.0],[0.0],[0.0],[600.0],[352.47002413864317]
4297,[7.791340648869699],[2.0],[0.0],[0.0],[600.0],[352.4662345234608]
4298,[7.791257019499682],[2.0],[0.0],[0.0],[600.0],[352.4624512812085]
4299,[7.791173530772766],[2.0],[0.0],[0.0],[600.0],[352.4586744013969]
4300,[7.791090182457445],[2.0],[0.0],[0.0],[600.0],[352.45490387355335]
4301,[7.791006974322582],[2.0],[0.0],[0.0],[600.0],[352.4511396872216]
4302,[7.790923906137405],[2.0],[0.0],[0.0],[600.0],[352.4473818319618]
4303,[7.790840977671502],[2.0],[0.0],[0.0],[600.0],[352.44363029735064]
4304,[7.790758188694825],[2.0],[0.0],[0.0],[600.0],[352.4398850729811]
4305,[7.790675538977688],[2.0],[0.0],[0.0],[600.0],[352.4361461484626]
4306,[7.790593028290766],[2.0],[0.0],[0.0],[600.0],[352.432413513421]
4307,[7.790510656405098],[2.0],[0.0],[0.0],[600.0],[352.4286871574984]
4308,[7.790428423092081],[2.0],[0.0],[0.0],[600.0],[352.42496707035326]
4309,[7.790346328123473],[2.0],[0.0],[0.0],[600.0],[352.4212532416603]
4310,[7.790264371271391],[2.0],[0.0],[0.0],[600.0],[352.41754566111047]
4311,[7.790182552308312],[2.0],[0.0],[0.0],[600.0],[352.41384431841107]
4312,[7.7901008710070725],[2.0],[0.0],[0.0],[600.0],[352.41014920328564]
4313,[7.790019327140863],[2.0],[0.0],[0.0],[600.0],[352.4064603054738]
4314,[7.789937920483239],[2.0],[0.0],[0.0],[600.0],[352.40277761473146]
4315,[7.789856650808105],[2.0],[0.0],[0.0],[600.0],[352.39910112083055]
4316,[7.789775517889728],[2.0],[0.0],[0.0],[600.0],[352.3954308135593]
4317,[7.789694521502727],[2.0],[0.0],[0.0],[600.0],[352.3917666827219]
4318,[7.78961366142208],[2.0],[0.0],[0.0],[600.0],[352.38810871813877]
4319,[7.789532937423118],[2.0],[0.0],[0.0],[600.0],[352.3844569096462]
4320,[7.789452349281527],[2.0],[0.0],[0.0],[600.0],[352.38081124709674]
4321,[7.789371896773348],[2.0],[0.0],[0.0],[600.0],[352.3771717203588]
4322,[7.789291579674973],[2.0],[0.0],[0.0],[600.0],[352.3735383193168]
4323,[7.78921139776315],[2.0],[0.0],[0.0],[600.0],[352.36991103387123]
4324,[7.789131350814977],[2.0],[0.0],[0.0],[600.0],[352.3662898539384]
4325,[7.789051438607907],[2.0],[0.0],[0.0],[600.0],[352.3626747694506]
4326,[7.788971660919741],[2.0],[0.0],[0.0],[600.0],[352.35906577035615]
4327,[7.788892017528633],[2.0],[0.0],[0.0],[600.0],[352.35546284661893]
4328,[7.7888125082130895],[2.0],[0.0],[0.0],[600.0],[352.351865988219]
4329,[7.788733132751962],[2.0],[0.0],[0.0],[600.0],[352.34827518515215]
4330,[7.788653890924455],[2.0],[0.0],[0.0],[600.0],[352.34469042742984]
4331,[7.788574782510122],[2.0],[0.0],[0.0],[600.0],[352.3411117050795]
4332,[7.788495807288865],[2.0],[0.0],[0.0],[600.0],[352.33753900814435]
4333,[7.788416965040932],[2.0],[0.0],[0.0],[600.0],[352.3339723266832]
4334,[7.788338255546923],[2.0],[0.0],[0.0],[600.0],[352.3304116507706]
4335,[7.788259678587777],[2.0],[0.0],[0.0],[600.0],[352.32685697049686]
4336,[7.788181233944786],[2.0],[0.0],[0.0],[600.0],[352.32330827596803]
4337,[7.788102921399589],[2.0],[0.0],[0.0],[600.0],[352.3197655573056]
4338,[7.788024740734164],[2.0],[0.0],[0.0],[600.0],[352.31622880464687]
4339,[7.78794669173084],[2.0],[0.0],[0.0],[600.0],[352.3126980081448]
4340,[7.787868774172289],[2.0],[0.0],[0.0],[600.0],[352.30917315796773]
4341,[7.787790987841526],[2.0],[0.0],[0.0],[600.0],[352.3056542442997]
4342,[7.787713332521911],[2.0],[0.0],[0.0],[600.0],[352.30214125734034]
4343,[7.787635807997143],[2.0],[0.0],[0.0],[600.0],[352.2986341873046]
4344,[7.7875584140512695],[2.0],[0.0],[0.0],[600.0],[352.295133024423]
4345,[7.787481150468674],[2.0],[0.0],[0.0],[600.0],[352.29163775894176]
4346,[7.787404017034088],[2.0],[0.0],[0.0],[600.0],[352.28814838112226]
4347,[7.78732701353258],[2.0],[0.0],[0.0],[600.0],[352.2846648812414]
4348,[7.787250139749557],[2.0],[0.0],[0.0],[600.0],[352.28118724959154]
4349,[7.787173395470773],[2.0],[0.0],[0.0],[600.0],[352.2777154764804]
4350,[7.787096780482314],[2.0],[0.0],[0.0],[600.0],[352.274249552231]
4351,[7.78702029457061],[2.0],[0.0],[0.0],[600.0],[352.2707894671818]
4352,[7.786943937522428],[2.0],[0.0],[0.0],[600.0],[352.2673352116865]
4353,[7.7868677091248735],[2.0],[0.0],[0.0],[600.0],[352.2638867761142]
4354,[7.786791609165388],[2.0],[0.0],[0.0],[600.0],[352.2604441508491]
4355,[7.7867156374317545],[2.0],[0.0],[0.0],[600.0],[352.25700732629076]
4356,[7.786639793712086],[2.0],[0.0],[0.0],[600.0],[352.25357629285395]
4357,[7.7865640777948375],[2.0],[0.0],[0.0],[600.0],[352.2501510409687]
4358,[7.7864884894687965],[2.0],[0.0],[0.0],[600.0],[352.24673156108014]
4359,[7.786413028523088],[2.0],[0.0],[0.0],[600.0],[352.2433178436487]
4360,[7.786337694747169],[2.0],[0.0],[0.0],[600.0],[352.23990987914976]
4361,[7.786262487930832],[2.0],[0.0],[0.0],[600.0],[352.2365076580739]
4362,[7.786187407864205],[2.0],[0.0],[0.0],[600.0],[352.2331111709269]
4363,[7.786112454337747],[2.0],[0.0],[0.0],[600.0],[352.22972040822947]
4364,[7.786037627142249],[2.0],[0.0],[0.0],[600.0],[352.2263353605174]
4365,[7.785962926068835],[2.0],[0.0],[0.0],[600.0],[352.2229560183416]
4366,[7.785888350908964],[2.0],[0.0],[0.0],[600.0],[352.21958237226795]
4367,[7.785813901454422],[2.0],[0.0],[0.0],[600.0],[352.2162144128772]
4368,[7.785739577497329],[2.0],[0.0],[0.0],[600.0],[352.21285213076527]
4369,[7.785665378830133],[2.0],[0.0],[0.0],[600.0],[352.2094955165429]
4370,[7.785591305245612],[2.0],[0.0],[0.0],[600.0],[352.20614456083575]
4371,[7.785517356536874],[2.0],[0.0],[0.0],[600.0],[352.2027992542844]
4372,[7.785443532497358],[2.0],[0.0],[0.0],[600.0],[352.1994595875443]
4373,[7.7853698329208285],[2.0],[0.0],[0.0],[600.0],[352.19612555128583]
